"TOT_P","GRD_ID","CNTR_CODE","METHD_CL","YEAR","DATA_SRC","TOT_P_CON_DT"
1,"1kmN4078E4083","NO","A",2011,"NO","0"
2,"1kmN4078E4092","NO","A",2011,"NO","0"
17,"1kmN4078E4093","NO","A",2011,"NO","0"
1,"1kmN4078E4107","NO","A",2011,"NO","0"
2,"1kmN4078E4171","NO","A",2011,"NO","0"
7,"1kmN4078E4183","NO","A",2011,"NO","0"
1,"1kmN4078E4215","NO","A",2011,"NO","0"
4,"1kmN4078E4216","NO","A",2011,"NO","0"
1,"1kmN4078E4263","NO","A",2011,"NO","0"
10,"1kmN4078E4268","NO","A",2011,"NO","0"
9,"1kmN4078E4296","NO","A",2011,"NO","0"
52,"1kmN4078E4297","NO","A",2011,"NO","0"
19,"1kmN4078E4298","NO","A",2011,"NO","0"
9,"1kmN4078E4311","NO","A",2011,"NO","0"
21,"1kmN4078E4312","NO","A",2011,"NO","0"
13,"1kmN4078E4313","NO","A",2011,"NO","0"
62,"1kmN4078E4314","NO","A",2011,"NO","0"
98,"1kmN4078E4315","NO","A",2011,"NO","0"
72,"1kmN4078E4332","NO","A",2011,"NO","0"
156,"1kmN4078E4333","NO","A",2011,"NO","0"
35,"1kmN4078E4334","NO","A",2011,"NO","0"
1173,"1kmN4078E4335","NO","A",2011,"NO","0"
337,"1kmN4078E4336","NO","A",2011,"NO","0"
9,"1kmN4078E4337","NO","A",2011,"NO","0"
164,"1kmN4078E4338","NO","A",2011,"NO","0"
27,"1kmN4078E4339","NO","A",2011,"NO","0"
14,"1kmN4078E4340","NO","A",2011,"NO","0"
62,"1kmN4078E4341","NO","A",2011,"NO","0"
493,"1kmN4078E4342","NO","A",2011,"NO","0"
112,"1kmN4078E4343","NO","A",2011,"NO","0"
33,"1kmN4078E4344","NO","A",2011,"NO","0"
240,"1kmN4078E4345","NO","A",2011,"NO","0"
387,"1kmN4078E4346","NO","A",2011,"NO","0"
908,"1kmN4078E4347","NO","A",2011,"NO","0"
643,"1kmN4078E4348","NO","A",2011,"NO","0"
6,"1kmN4078E4349","NO","A",2011,"NO","0"
81,"1kmN4078E4355","NO","A",2011,"NO","0"
37,"1kmN4078E4356","NO","A",2011,"NO","0"
3,"1kmN4078E4357","NO","A",2011,"NO","0"
53,"1kmN4078E4358","NO","A",2011,"NO","0"
321,"1kmN4078E4359","NO","A",2011,"NO","0"
38,"1kmN4078E4360","NO","A",2011,"NO","0"
9,"1kmN4078E4362","NO","A",2011,"NO","0"
2,"1kmN4078E4363","NO","A",2011,"NO","0"
247,"1kmN4078E4364","NO","A",2011,"NO","0"
1749,"1kmN4078E4365","NO","A",2011,"NO","0"
2112,"1kmN4078E4366","NO","A",2011,"NO","0"
1478,"1kmN4078E4367","NO","A",2011,"NO","0"
11,"1kmN4078E4368","NO","A",2011,"NO","0"
170,"1kmN4078E4370","NO","A",2011,"NO","0"
24,"1kmN4078E4372","NO","A",2011,"NO","0"
22,"1kmN4078E4373","NO","A",2011,"NO","0"
3,"1kmN4078E4378","NO","A",2011,"NO","0"
2,"1kmN4078E4379","NO","A",2011,"NO","0"
73,"1kmN4078E4387","NO","A",2011,"NO","0"
17,"1kmN4078E4388","NO","A",2011,"NO","0"
50,"1kmN4078E4391","NO","A",2011,"NO","0"
14,"1kmN4078E4398","NO","A",2011,"NO","0"
113,"1kmN4078E4399","NO","A",2011,"NO","0"
21,"1kmN4078E4400","NO","A",2011,"NO","0"
233,"1kmN4078E4402","NO","A",2011,"NO","0"
409,"1kmN4078E4403","NO","A",2011,"NO","0"
151,"1kmN4078E4404","NO","A",2011,"NO","0"
1,"1kmN4078E4405","NO","A",2011,"NO","0"
14,"1kmN4078E4406","NO","A",2011,"NO","0"
2,"1kmN4078E4415","NO","A",2011,"NO","0"
26,"1kmN4078E4417","NO","A",2011,"NO","0"
23,"1kmN4078E4418","NO","A",2011,"NO","0"
20,"1kmN4079E4046","NO","A",2011,"NO","0"
35,"1kmN4079E4047","NO","A",2011,"NO","0"
10,"1kmN4079E4050","NO","A",2011,"NO","0"
66,"1kmN4079E4051","NO","A",2011,"NO","0"
164,"1kmN4079E4052","NO","A",2011,"NO","0"
14,"1kmN4079E4055","NO","A",2011,"NO","0"
43,"1kmN4079E4056","NO","A",2011,"NO","0"
115,"1kmN4079E4057","NO","A",2011,"NO","0"
1,"1kmN4079E4058","NO","A",2011,"NO","0"
31,"1kmN4079E4062","NO","A",2011,"NO","0"
6,"1kmN4079E4063","NO","A",2011,"NO","0"
42,"1kmN4079E4081","NO","A",2011,"NO","0"
1,"1kmN4079E4092","NO","A",2011,"NO","0"
4,"1kmN4079E4095","NO","A",2011,"NO","0"
4,"1kmN4079E4096","NO","A",2011,"NO","0"
6,"1kmN4079E4097","NO","A",2011,"NO","0"
21,"1kmN4079E4098","NO","A",2011,"NO","0"
3,"1kmN4079E4099","NO","A",2011,"NO","0"
10,"1kmN4079E4226","NO","A",2011,"NO","0"
10,"1kmN4079E4243","NO","A",2011,"NO","0"
3,"1kmN4079E4263","NO","A",2011,"NO","0"
7,"1kmN4079E4264","NO","A",2011,"NO","0"
14,"1kmN4079E4296","NO","A",2011,"NO","0"
18,"1kmN4079E4297","NO","A",2011,"NO","0"
3,"1kmN4079E4298","NO","A",2011,"NO","0"
1,"1kmN4079E4302","NO","A",2011,"NO","0"
9,"1kmN4079E4311","NO","A",2011,"NO","0"
3,"1kmN4079E4312","NO","A",2011,"NO","0"
29,"1kmN4079E4313","NO","A",2011,"NO","0"
53,"1kmN4079E4314","NO","A",2011,"NO","0"
52,"1kmN4079E4315","NO","A",2011,"NO","0"
2,"1kmN4079E4316","NO","A",2011,"NO","0"
6,"1kmN4079E4327","NO","A",2011,"NO","0"
1,"1kmN4079E4328","NO","A",2011,"NO","0"
37,"1kmN4079E4331","NO","A",2011,"NO","0"
222,"1kmN4079E4332","NO","A",2011,"NO","0"
76,"1kmN4079E4333","NO","A",2011,"NO","0"
34,"1kmN4079E4334","NO","A",2011,"NO","0"
587,"1kmN4079E4335","NO","A",2011,"NO","0"
1241,"1kmN4079E4336","NO","A",2011,"NO","0"
461,"1kmN4079E4337","NO","A",2011,"NO","0"
374,"1kmN4079E4338","NO","A",2011,"NO","0"
366,"1kmN4079E4339","NO","A",2011,"NO","0"
63,"1kmN4079E4340","NO","A",2011,"NO","0"
1026,"1kmN4079E4341","NO","A",2011,"NO","0"
951,"1kmN4079E4342","NO","A",2011,"NO","0"
317,"1kmN4079E4344","NO","A",2011,"NO","0"
1895,"1kmN4079E4345","NO","A",2011,"NO","0"
1084,"1kmN4079E4346","NO","A",2011,"NO","0"
1260,"1kmN4079E4347","NO","A",2011,"NO","0"
245,"1kmN4079E4348","NO","A",2011,"NO","0"
122,"1kmN4079E4355","NO","A",2011,"NO","0"
74,"1kmN4079E4356","NO","A",2011,"NO","0"
6,"1kmN4079E4357","NO","A",2011,"NO","0"
106,"1kmN4079E4359","NO","A",2011,"NO","0"
39,"1kmN4079E4360","NO","A",2011,"NO","0"
3,"1kmN4079E4362","NO","A",2011,"NO","0"
1,"1kmN4079E4363","NO","A",2011,"NO","0"
1086,"1kmN4079E4364","NO","A",2011,"NO","0"
2333,"1kmN4079E4365","NO","A",2011,"NO","0"
2464,"1kmN4079E4366","NO","A",2011,"NO","0"
1046,"1kmN4079E4367","NO","A",2011,"NO","0"
277,"1kmN4079E4368","NO","A",2011,"NO","0"
10,"1kmN4079E4369","NO","A",2011,"NO","0"
94,"1kmN4079E4370","NO","A",2011,"NO","0"
40,"1kmN4079E4371","NO","A",2011,"NO","0"
8,"1kmN4079E4372","NO","A",2011,"NO","0"
1,"1kmN4079E4379","NO","A",2011,"NO","0"
7,"1kmN4079E4385","NO","A",2011,"NO","0"
1,"1kmN4079E4386","NO","A",2011,"NO","0"
52,"1kmN4079E4387","NO","A",2011,"NO","0"
5,"1kmN4079E4388","NO","A",2011,"NO","0"
9,"1kmN4079E4391","NO","A",2011,"NO","0"
1,"1kmN4079E4393","NO","A",2011,"NO","0"
23,"1kmN4079E4397","NO","A",2011,"NO","0"
63,"1kmN4079E4398","NO","A",2011,"NO","0"
296,"1kmN4079E4399","NO","A",2011,"NO","0"
129,"1kmN4079E4400","NO","A",2011,"NO","0"
47,"1kmN4079E4401","NO","A",2011,"NO","0"
45,"1kmN4079E4402","NO","A",2011,"NO","0"
19,"1kmN4079E4403","NO","A",2011,"NO","0"
56,"1kmN4079E4404","NO","A",2011,"NO","0"
1,"1kmN4079E4405","NO","A",2011,"NO","0"
19,"1kmN4079E4406","NO","A",2011,"NO","0"
2,"1kmN4079E4408","NO","A",2011,"NO","0"
48,"1kmN4079E4417","NO","A",2011,"NO","0"
79,"1kmN4079E4418","NO","A",2011,"NO","0"
4,"1kmN4080E4047","NO","A",2011,"NO","0"
3,"1kmN4080E4050","NO","A",2011,"NO","0"
3,"1kmN4080E4051","NO","A",2011,"NO","0"
207,"1kmN4080E4052","NO","A",2011,"NO","0"
33,"1kmN4080E4053","NO","A",2011,"NO","0"
34,"1kmN4080E4054","NO","A",2011,"NO","0"
5,"1kmN4080E4056","NO","A",2011,"NO","0"
69,"1kmN4080E4057","NO","A",2011,"NO","0"
8,"1kmN4080E4062","NO","A",2011,"NO","0"
503,"1kmN4080E4064","NO","A",2011,"NO","0"
439,"1kmN4080E4065","NO","A",2011,"NO","0"
88,"1kmN4080E4066","NO","A",2011,"NO","0"
10,"1kmN4080E4081","NO","A",2011,"NO","0"
9,"1kmN4080E4083","NO","A",2011,"NO","0"
15,"1kmN4080E4084","NO","A",2011,"NO","0"
5,"1kmN4080E4094","NO","A",2011,"NO","0"
17,"1kmN4080E4095","NO","A",2011,"NO","0"
8,"1kmN4080E4096","NO","A",2011,"NO","0"
15,"1kmN4080E4098","NO","A",2011,"NO","0"
1,"1kmN4080E4099","NO","A",2011,"NO","0"
3,"1kmN4080E4100","NO","A",2011,"NO","0"
2,"1kmN4080E4139","NO","A",2011,"NO","0"
4,"1kmN4080E4213","NO","A",2011,"NO","0"
6,"1kmN4080E4216","NO","A",2011,"NO","0"
2,"1kmN4080E4226","NO","A",2011,"NO","0"
1,"1kmN4080E4242","NO","A",2011,"NO","0"
1,"1kmN4080E4263","NO","A",2011,"NO","0"
1,"1kmN4080E4266","NO","A",2011,"NO","0"
7,"1kmN4080E4268","NO","A",2011,"NO","0"
10,"1kmN4080E4269","NO","A",2011,"NO","0"
1,"1kmN4080E4282","NO","A",2011,"NO","0"
18,"1kmN4080E4295","NO","A",2011,"NO","0"
4,"1kmN4080E4296","NO","A",2011,"NO","0"
13,"1kmN4080E4297","NO","A",2011,"NO","0"
21,"1kmN4080E4313","NO","A",2011,"NO","0"
27,"1kmN4080E4314","NO","A",2011,"NO","0"
29,"1kmN4080E4315","NO","A",2011,"NO","0"
6,"1kmN4080E4316","NO","A",2011,"NO","0"
30,"1kmN4080E4331","NO","A",2011,"NO","0"
220,"1kmN4080E4332","NO","A",2011,"NO","0"
27,"1kmN4080E4333","NO","A",2011,"NO","0"
10,"1kmN4080E4334","NO","A",2011,"NO","0"
93,"1kmN4080E4335","NO","A",2011,"NO","0"
934,"1kmN4080E4336","NO","A",2011,"NO","0"
912,"1kmN4080E4337","NO","A",2011,"NO","0"
71,"1kmN4080E4338","NO","A",2011,"NO","0"
945,"1kmN4080E4339","NO","A",2011,"NO","0"
104,"1kmN4080E4340","NO","A",2011,"NO","0"
162,"1kmN4080E4341","NO","A",2011,"NO","0"
1266,"1kmN4080E4342","NO","A",2011,"NO","0"
1122,"1kmN4080E4343","NO","A",2011,"NO","0"
1053,"1kmN4080E4344","NO","A",2011,"NO","0"
2197,"1kmN4080E4345","NO","A",2011,"NO","0"
2354,"1kmN4080E4346","NO","A",2011,"NO","0"
715,"1kmN4080E4347","NO","A",2011,"NO","0"
112,"1kmN4080E4348","NO","A",2011,"NO","0"
14,"1kmN4080E4355","NO","A",2011,"NO","0"
1068,"1kmN4080E4356","NO","A",2011,"NO","0"
1,"1kmN4080E4357","NO","A",2011,"NO","0"
43,"1kmN4080E4358","NO","A",2011,"NO","0"
292,"1kmN4080E4359","NO","A",2011,"NO","0"
56,"1kmN4080E4360","NO","A",2011,"NO","0"
33,"1kmN4080E4363","NO","A",2011,"NO","0"
322,"1kmN4080E4364","NO","A",2011,"NO","0"
1254,"1kmN4080E4365","NO","A",2011,"NO","0"
2620,"1kmN4080E4366","NO","A",2011,"NO","0"
326,"1kmN4080E4367","NO","A",2011,"NO","0"
3367,"1kmN4080E4368","NO","A",2011,"NO","0"
38,"1kmN4080E4369","NO","A",2011,"NO","0"
24,"1kmN4080E4370","NO","A",2011,"NO","0"
133,"1kmN4080E4371","NO","A",2011,"NO","0"
10,"1kmN4080E4372","NO","A",2011,"NO","0"
1,"1kmN4080E4375","NO","A",2011,"NO","0"
9,"1kmN4080E4385","NO","A",2011,"NO","0"
72,"1kmN4080E4386","NO","A",2011,"NO","0"
11,"1kmN4080E4387","NO","A",2011,"NO","0"
3,"1kmN4080E4392","NO","A",2011,"NO","0"
24,"1kmN4080E4397","NO","A",2011,"NO","0"
24,"1kmN4080E4398","NO","A",2011,"NO","0"
10,"1kmN4080E4399","NO","A",2011,"NO","0"
5,"1kmN4080E4401","NO","A",2011,"NO","0"
29,"1kmN4080E4402","NO","A",2011,"NO","0"
28,"1kmN4080E4403","NO","A",2011,"NO","0"
472,"1kmN4080E4404","NO","A",2011,"NO","0"
25,"1kmN4080E4406","NO","A",2011,"NO","0"
1,"1kmN4080E4407","NO","A",2011,"NO","0"
1,"1kmN4080E4413","NO","A",2011,"NO","0"
9,"1kmN4080E4414","NO","A",2011,"NO","0"
4,"1kmN4080E4415","NO","A",2011,"NO","0"
11,"1kmN4080E4416","NO","A",2011,"NO","0"
42,"1kmN4080E4417","NO","A",2011,"NO","0"
40,"1kmN4080E4418","NO","A",2011,"NO","0"
11,"1kmN4081E4050","NO","A",2011,"NO","0"
6,"1kmN4081E4051","NO","A",2011,"NO","0"
1,"1kmN4081E4054","NO","A",2011,"NO","0"
1,"1kmN4081E4058","NO","A",2011,"NO","0"
11,"1kmN4081E4063","NO","A",2011,"NO","0"
204,"1kmN4081E4064","NO","A",2011,"NO","0"
770,"1kmN4081E4065","NO","A",2011,"NO","0"
877,"1kmN4081E4066","NO","A",2011,"NO","0"
4,"1kmN4081E4067","NO","A",2011,"NO","0"
11,"1kmN4081E4083","NO","A",2011,"NO","0"
1,"1kmN4081E4086","NO","A",2011,"NO","0"
32,"1kmN4081E4088","NO","A",2011,"NO","0"
16,"1kmN4081E4089","NO","A",2011,"NO","0"
8,"1kmN4081E4094","NO","A",2011,"NO","0"
6,"1kmN4081E4100","NO","A",2011,"NO","0"
16,"1kmN4081E4102","NO","A",2011,"NO","0"
1,"1kmN4081E4105","NO","A",2011,"NO","0"
2,"1kmN4081E4215","NO","A",2011,"NO","0"
1,"1kmN4081E4221","NO","A",2011,"NO","0"
4,"1kmN4081E4226","NO","A",2011,"NO","0"
2,"1kmN4081E4263","NO","A",2011,"NO","0"
8,"1kmN4081E4268","NO","A",2011,"NO","0"
3,"1kmN4081E4290","NO","A",2011,"NO","0"
3,"1kmN4081E4291","NO","A",2011,"NO","0"
6,"1kmN4081E4292","NO","A",2011,"NO","0"
12,"1kmN4081E4293","NO","A",2011,"NO","0"
11,"1kmN4081E4294","NO","A",2011,"NO","0"
20,"1kmN4081E4295","NO","A",2011,"NO","0"
15,"1kmN4081E4296","NO","A",2011,"NO","0"
200,"1kmN4081E4297","NO","A",2011,"NO","0"
2,"1kmN4081E4301","NO","A",2011,"NO","0"
115,"1kmN4081E4313","NO","A",2011,"NO","0"
9,"1kmN4081E4314","NO","A",2011,"NO","0"
15,"1kmN4081E4315","NO","A",2011,"NO","0"
8,"1kmN4081E4316","NO","A",2011,"NO","0"
6,"1kmN4081E4329","NO","A",2011,"NO","0"
15,"1kmN4081E4331","NO","A",2011,"NO","0"
29,"1kmN4081E4332","NO","A",2011,"NO","0"
48,"1kmN4081E4333","NO","A",2011,"NO","0"
39,"1kmN4081E4334","NO","A",2011,"NO","0"
72,"1kmN4081E4335","NO","A",2011,"NO","0"
42,"1kmN4081E4336","NO","A",2011,"NO","0"
10,"1kmN4081E4337","NO","A",2011,"NO","0"
23,"1kmN4081E4338","NO","A",2011,"NO","0"
48,"1kmN4081E4339","NO","A",2011,"NO","0"
11,"1kmN4081E4340","NO","A",2011,"NO","0"
13,"1kmN4081E4341","NO","A",2011,"NO","0"
56,"1kmN4081E4342","NO","A",2011,"NO","0"
611,"1kmN4081E4343","NO","A",2011,"NO","0"
1801,"1kmN4081E4344","NO","A",2011,"NO","0"
1657,"1kmN4081E4345","NO","A",2011,"NO","0"
2249,"1kmN4081E4346","NO","A",2011,"NO","0"
627,"1kmN4081E4347","NO","A",2011,"NO","0"
35,"1kmN4081E4348","NO","A",2011,"NO","0"
31,"1kmN4081E4349","NO","A",2011,"NO","0"
430,"1kmN4081E4356","NO","A",2011,"NO","0"
633,"1kmN4081E4357","NO","A",2011,"NO","0"
7,"1kmN4081E4358","NO","A",2011,"NO","0"
1188,"1kmN4081E4359","NO","A",2011,"NO","0"
70,"1kmN4081E4360","NO","A",2011,"NO","0"
1005,"1kmN4081E4364","NO","A",2011,"NO","0"
4815,"1kmN4081E4365","NO","A",2011,"NO","0"
3060,"1kmN4081E4366","NO","A",2011,"NO","0"
1842,"1kmN4081E4367","NO","A",2011,"NO","0"
1334,"1kmN4081E4368","NO","A",2011,"NO","0"
165,"1kmN4081E4369","NO","A",2011,"NO","0"
5,"1kmN4081E4370","NO","A",2011,"NO","0"
2,"1kmN4081E4372","NO","A",2011,"NO","0"
3,"1kmN4081E4383","NO","A",2011,"NO","0"
405,"1kmN4081E4384","NO","A",2011,"NO","0"
1588,"1kmN4081E4385","NO","A",2011,"NO","0"
88,"1kmN4081E4386","NO","A",2011,"NO","0"
8,"1kmN4081E4387","NO","A",2011,"NO","0"
6,"1kmN4081E4390","NO","A",2011,"NO","0"
2,"1kmN4081E4391","NO","A",2011,"NO","0"
2,"1kmN4081E4392","NO","A",2011,"NO","0"
14,"1kmN4081E4397","NO","A",2011,"NO","0"
4,"1kmN4081E4399","NO","A",2011,"NO","0"
7,"1kmN4081E4402","NO","A",2011,"NO","0"
86,"1kmN4081E4404","NO","A",2011,"NO","0"
54,"1kmN4081E4405","NO","A",2011,"NO","0"
1,"1kmN4081E4406","NO","A",2011,"NO","0"
9,"1kmN4081E4407","NO","A",2011,"NO","0"
3,"1kmN4081E4414","NO","A",2011,"NO","0"
64,"1kmN4081E4417","NO","A",2011,"NO","0"
39,"1kmN4081E4418","NO","A",2011,"NO","0"
1,"1kmN4081E4421","NO","A",2011,"NO","0"
49,"1kmN4082E4048","NO","A",2011,"NO","0"
133,"1kmN4082E4049","NO","A",2011,"NO","0"
10,"1kmN4082E4050","NO","A",2011,"NO","0"
32,"1kmN4082E4051","NO","A",2011,"NO","0"
30,"1kmN4082E4052","NO","A",2011,"NO","0"
45,"1kmN4082E4053","NO","A",2011,"NO","0"
24,"1kmN4082E4054","NO","A",2011,"NO","0"
59,"1kmN4082E4057","NO","A",2011,"NO","0"
240,"1kmN4082E4061","NO","A",2011,"NO","0"
349,"1kmN4082E4062","NO","A",2011,"NO","0"
254,"1kmN4082E4063","NO","A",2011,"NO","0"
302,"1kmN4082E4064","NO","A",2011,"NO","0"
19,"1kmN4082E4065","NO","A",2011,"NO","0"
212,"1kmN4082E4066","NO","A",2011,"NO","0"
1393,"1kmN4082E4067","NO","A",2011,"NO","0"
182,"1kmN4082E4068","NO","A",2011,"NO","0"
80,"1kmN4082E4081","NO","A",2011,"NO","0"
3,"1kmN4082E4082","NO","A",2011,"NO","0"
81,"1kmN4082E4084","NO","A",2011,"NO","0"
44,"1kmN4082E4085","NO","A",2011,"NO","0"
5,"1kmN4082E4089","NO","A",2011,"NO","0"
55,"1kmN4082E4090","NO","A",2011,"NO","0"
58,"1kmN4082E4101","NO","A",2011,"NO","0"
15,"1kmN4082E4102","NO","A",2011,"NO","0"
14,"1kmN4082E4140","NO","A",2011,"NO","0"
2,"1kmN4082E4141","NO","A",2011,"NO","0"
4,"1kmN4082E4215","NO","A",2011,"NO","0"
4,"1kmN4082E4219","NO","A",2011,"NO","0"
1,"1kmN4082E4227","NO","A",2011,"NO","0"
9,"1kmN4082E4264","NO","A",2011,"NO","0"
3,"1kmN4082E4265","NO","A",2011,"NO","0"
3,"1kmN4082E4267","NO","A",2011,"NO","0"
1,"1kmN4082E4268","NO","A",2011,"NO","0"
7,"1kmN4082E4269","NO","A",2011,"NO","0"
1,"1kmN4082E4290","NO","A",2011,"NO","0"
19,"1kmN4082E4291","NO","A",2011,"NO","0"
21,"1kmN4082E4292","NO","A",2011,"NO","0"
15,"1kmN4082E4293","NO","A",2011,"NO","0"
13,"1kmN4082E4294","NO","A",2011,"NO","0"
15,"1kmN4082E4295","NO","A",2011,"NO","0"
18,"1kmN4082E4296","NO","A",2011,"NO","0"
288,"1kmN4082E4297","NO","A",2011,"NO","0"
49,"1kmN4082E4312","NO","A",2011,"NO","0"
39,"1kmN4082E4313","NO","A",2011,"NO","0"
391,"1kmN4082E4314","NO","A",2011,"NO","0"
220,"1kmN4082E4315","NO","A",2011,"NO","0"
70,"1kmN4082E4316","NO","A",2011,"NO","0"
5,"1kmN4082E4329","NO","A",2011,"NO","0"
9,"1kmN4082E4330","NO","A",2011,"NO","0"
7,"1kmN4082E4331","NO","A",2011,"NO","0"
14,"1kmN4082E4332","NO","A",2011,"NO","0"
159,"1kmN4082E4333","NO","A",2011,"NO","0"
4,"1kmN4082E4334","NO","A",2011,"NO","0"
84,"1kmN4082E4335","NO","A",2011,"NO","0"
40,"1kmN4082E4336","NO","A",2011,"NO","0"
4,"1kmN4082E4338","NO","A",2011,"NO","0"
4,"1kmN4082E4339","NO","A",2011,"NO","0"
17,"1kmN4082E4340","NO","A",2011,"NO","0"
8,"1kmN4082E4341","NO","A",2011,"NO","0"
34,"1kmN4082E4342","NO","A",2011,"NO","0"
135,"1kmN4082E4343","NO","A",2011,"NO","0"
1040,"1kmN4082E4344","NO","A",2011,"NO","0"
1065,"1kmN4082E4345","NO","A",2011,"NO","0"
1439,"1kmN4082E4346","NO","A",2011,"NO","0"
1430,"1kmN4082E4347","NO","A",2011,"NO","0"
214,"1kmN4082E4348","NO","A",2011,"NO","0"
155,"1kmN4082E4349","NO","A",2011,"NO","0"
281,"1kmN4082E4357","NO","A",2011,"NO","0"
181,"1kmN4082E4358","NO","A",2011,"NO","0"
1527,"1kmN4082E4359","NO","A",2011,"NO","0"
39,"1kmN4082E4360","NO","A",2011,"NO","0"
478,"1kmN4082E4364","NO","A",2011,"NO","0"
4002,"1kmN4082E4365","NO","A",2011,"NO","0"
3060,"1kmN4082E4366","NO","A",2011,"NO","0"
2110,"1kmN4082E4367","NO","A",2011,"NO","0"
687,"1kmN4082E4368","NO","A",2011,"NO","0"
2,"1kmN4082E4369","NO","A",2011,"NO","0"
1,"1kmN4082E4370","NO","A",2011,"NO","0"
10,"1kmN4082E4383","NO","A",2011,"NO","0"
1126,"1kmN4082E4384","NO","A",2011,"NO","0"
411,"1kmN4082E4385","NO","A",2011,"NO","0"
5,"1kmN4082E4389","NO","A",2011,"NO","0"
23,"1kmN4082E4390","NO","A",2011,"NO","0"
39,"1kmN4082E4391","NO","A",2011,"NO","0"
19,"1kmN4082E4397","NO","A",2011,"NO","0"
1,"1kmN4082E4402","NO","A",2011,"NO","0"
1,"1kmN4082E4403","NO","A",2011,"NO","0"
63,"1kmN4082E4404","NO","A",2011,"NO","0"
13,"1kmN4082E4405","NO","A",2011,"NO","0"
29,"1kmN4082E4406","NO","A",2011,"NO","0"
14,"1kmN4082E4407","NO","A",2011,"NO","0"
11,"1kmN4082E4408","NO","A",2011,"NO","0"
6,"1kmN4082E4416","NO","A",2011,"NO","0"
101,"1kmN4082E4417","NO","A",2011,"NO","0"
13,"1kmN4082E4418","NO","A",2011,"NO","0"
83,"1kmN4083E4046","NO","A",2011,"NO","0"
12,"1kmN4083E4047","NO","A",2011,"NO","0"
93,"1kmN4083E4048","NO","A",2011,"NO","0"
383,"1kmN4083E4049","NO","A",2011,"NO","0"
58,"1kmN4083E4050","NO","A",2011,"NO","0"
10,"1kmN4083E4051","NO","A",2011,"NO","0"
25,"1kmN4083E4052","NO","A",2011,"NO","0"
21,"1kmN4083E4053","NO","A",2011,"NO","0"
10,"1kmN4083E4057","NO","A",2011,"NO","0"
321,"1kmN4083E4060","NO","A",2011,"NO","0"
608,"1kmN4083E4061","NO","A",2011,"NO","0"
535,"1kmN4083E4062","NO","A",2011,"NO","0"
128,"1kmN4083E4066","NO","A",2011,"NO","0"
1655,"1kmN4083E4067","NO","A",2011,"NO","0"
539,"1kmN4083E4068","NO","A",2011,"NO","0"
81,"1kmN4083E4077","NO","A",2011,"NO","0"
80,"1kmN4083E4078","NO","A",2011,"NO","0"
30,"1kmN4083E4079","NO","A",2011,"NO","0"
76,"1kmN4083E4080","NO","A",2011,"NO","0"
76,"1kmN4083E4081","NO","A",2011,"NO","0"
9,"1kmN4083E4082","NO","A",2011,"NO","0"
97,"1kmN4083E4083","NO","A",2011,"NO","0"
105,"1kmN4083E4084","NO","A",2011,"NO","0"
35,"1kmN4083E4090","NO","A",2011,"NO","0"
39,"1kmN4083E4091","NO","A",2011,"NO","0"
5,"1kmN4083E4093","NO","A",2011,"NO","0"
1,"1kmN4083E4096","NO","A",2011,"NO","0"
10,"1kmN4083E4100","NO","A",2011,"NO","0"
39,"1kmN4083E4101","NO","A",2011,"NO","0"
27,"1kmN4083E4108","NO","A",2011,"NO","0"
49,"1kmN4083E4139","NO","A",2011,"NO","0"
20,"1kmN4083E4141","NO","A",2011,"NO","0"
6,"1kmN4083E4163","NO","A",2011,"NO","0"
6,"1kmN4083E4211","NO","A",2011,"NO","0"
1,"1kmN4083E4214","NO","A",2011,"NO","0"
1,"1kmN4083E4218","NO","A",2011,"NO","0"
6,"1kmN4083E4261","NO","A",2011,"NO","0"
20,"1kmN4083E4265","NO","A",2011,"NO","0"
1,"1kmN4083E4266","NO","A",2011,"NO","0"
15,"1kmN4083E4267","NO","A",2011,"NO","0"
4,"1kmN4083E4268","NO","A",2011,"NO","0"
1,"1kmN4083E4269","NO","A",2011,"NO","0"
2,"1kmN4083E4287","NO","A",2011,"NO","0"
14,"1kmN4083E4288","NO","A",2011,"NO","0"
15,"1kmN4083E4290","NO","A",2011,"NO","0"
8,"1kmN4083E4292","NO","A",2011,"NO","0"
2,"1kmN4083E4293","NO","A",2011,"NO","0"
3,"1kmN4083E4296","NO","A",2011,"NO","0"
9,"1kmN4083E4301","NO","A",2011,"NO","0"
6,"1kmN4083E4311","NO","A",2011,"NO","0"
22,"1kmN4083E4312","NO","A",2011,"NO","0"
88,"1kmN4083E4313","NO","A",2011,"NO","0"
163,"1kmN4083E4314","NO","A",2011,"NO","0"
15,"1kmN4083E4315","NO","A",2011,"NO","0"
39,"1kmN4083E4316","NO","A",2011,"NO","0"
2,"1kmN4083E4331","NO","A",2011,"NO","0"
59,"1kmN4083E4332","NO","A",2011,"NO","0"
146,"1kmN4083E4333","NO","A",2011,"NO","0"
79,"1kmN4083E4334","NO","A",2011,"NO","0"
59,"1kmN4083E4335","NO","A",2011,"NO","0"
43,"1kmN4083E4336","NO","A",2011,"NO","0"
29,"1kmN4083E4343","NO","A",2011,"NO","0"
345,"1kmN4083E4344","NO","A",2011,"NO","0"
88,"1kmN4083E4345","NO","A",2011,"NO","0"
1091,"1kmN4083E4346","NO","A",2011,"NO","0"
1551,"1kmN4083E4347","NO","A",2011,"NO","0"
258,"1kmN4083E4348","NO","A",2011,"NO","0"
